qid1,qid2,label,wid1,cid1,wid2,cid2
S125584,S133901,1,W108280 W108598 W101328 W107982 W104768 W106264 W104416,C100586 C100889 C100394 C101277 C101833 C100125 C101234 C101861 C100800 C102221 C101350,W108280 W101341 W102193 W105204 W108598 W104416 W108280 W101334 W101328 W104768 W101707 W109298 W104416,C100586 C100800 C102221 C100170 C102242 C100646 C102226 C101541 C100889 C100394 C101350 C100586 C100170 C102242 C100646 C101277 C101833 C101234 C101861 C100165 C100506 C102242 C100646 C101350
S114767,S112464,1,W106841 W108212 W102064 W105716 W102193 W109020 W104416,C100473 C102052 C101807 C101285 C100204 C100141 C100136 C102226 C100609 C101192 C101350,W106841 W103275 W105029 W104416,C100473 C102052 C101011 C101340 C102226 C100882 C100233 C101350
S123532,S118312,0,W106264 W100323 W100829 W109640 W108280 W100806,C100800 C102221 C101263 C101234 C100296 C100413 C100245 C100586 C101164 C101318,W106264 W108280 W100806 W104446 W101546,C100800 C102221 C100586 C101164 C101318 C101615 C101841 C100915 C101496
S123532,S112619,1,W106264 W100323 W100829 W109640 W108280 W100806,C100800 C102221 C101263 C101234 C100296 C100413 C100245 C100586 C101164 C101318,W102377 W100091 W106264 W105754 W101069 W107671 W106264 W100829 W109640 W108280 W109120,C100475 C101861 C100332 C100800 C102221 C102296 C100900 C100585 C101220 C100800 C102221 C101234 C100296 C100413 C100245 C100586 C100541 C100096
S122510,S129539,0,W101301 W106889 W103476 W104740,C100339 C101021 C100964 C100266 C101649 C101147 C100204 C101826 C100964 C101642 C101318 C100887,W106124 W109026 W100323 W100829 W109640 W105604 W100806,C101802 C101265 C100339 C100114 C101263 C101234 C100296 C100413 C100245 C102153 C101164 C101318
S127991,S130537,0,W108594 W107660 W100323 W104320,C102125 C101985 C101061 C100114 C100637 C101263 C100609 C101192 C100882 C100915,W108594 W100323 W104320 W104975,C102125 C101985 C101061 C101263 C100609 C101192 C100882 C100915 C101917 C101496
S127991,S117171,0,W108594 W107660 W100323 W104320,C102125 C101985 C101061 C100114 C100637 C101263 C100609 C101192 C100882 C100915,W101206 W108594 W108553 W108376 W109474 W109489 W104416 W101964 W100056 W101741,C101786 C100233 C102125 C101985 C101061 C100480 C101629 C101585 C101200 C101690 C101613 C101736 C100812 C101736 C101350 C101615 C100993 C101613 C100993
S117705,S109690,0,W101301 W102559 W104416 W100968,C100339 C101021 C100964 C101446 C101953 C101350 C101635,W101301 W102193 W104109 W104416 W106503,C100339 C101021 C100964 C102226 C102223 C100233 C101350 C102239
S126701,S109690,1,W102817 W101301 W102193 W105637 W104416 W106503,C102244 C100269 C100339 C101021 C100964 C102226 C100882 C100083 C101350 C102239,W101301 W102193 W104109 W104416 W106503,C100339 C101021 C100964 C102226 C102223 C100233 C101350 C102239
S109359,S101703,1,W107170 W108553 W102282 W109592,C100291 C101643 C100114 C100480 C101629 C101585 C100381 C100534 C101023,W107170 W108553 W108376 W109500 W104416 W104156 W108280 W100587 W104416 W106503,C100291 C101643 C100114 C100480 C101629 C101585 C101200 C101317 C100783 C101350 C101424 C100586 C101343 C101549 C101350 C102239
S134161,S130821,0,W104319 W102432 W103825 W101778 W103825 W104717 W100693,C100962 C100874 C100013 C100058 C102294 C101323 C100800 C102221 C100114 C100590 C101794 C100731 C100384 C101707 C101794 C100731 C101559 C101574,W106264 W104753 W107712 W103765 W103546 W104806,C100800 C102221 C102216 C101202 C100026 C101467 C100376 C101399 C101642 C101318 C100882 C100915
S114904,S110551,0,W103163 W101069 W105204 W103336 W106441 W107671 W104661 W104487 W100971 W106079 W103464 W107281,C101867 C100900 C101541 C100800 C102221 C100379 C100463 C101324 C100585 C101220 C101307 C100394 C101017 C101788 C100252 C100299 C101613 C100919 C101468 C100993 C101719,W105204 W100291 W107764 W104515 W103336 W108212 W105204 W104989 W104515 W100323 W109307 W105604 W107281,C101541 C100537 C100263 C102174 C101843 C100800 C102221 C100379 C100463 C101807 C101541 C100263 C100952 C101843 C101263 C100640 C102266 C100599 C100640 C102153 C100993 C101719
S114904,S116898,1,W103163 W101069 W105204 W103336 W106441 W107671 W104661 W104487 W100971 W106079 W103464 W107281,C101867 C100900 C101541 C100800 C102221 C100379 C100463 C101324 C100585 C101220 C101307 C100394 C101017 C101788 C100252 C100299 C101613 C100919 C101468 C100993 C101719,W105735 W105204 W103336 W104309,C101645 C100865 C101541 C100800 C102221 C100379 C100463 C100993 C101719 C101562
S133530,S116898,0,W101491 W105735 W100806 W107363 W105204 W103336,C101841 C101317 C101645 C100865 C101164 C101318 C100599 C101440 C101541 C100800 C102221 C100379 C100463,W105735 W105204 W103336 W104309,C101645 C100865 C101541 C100800 C102221 C100379 C100463 C100993 C101719 C101562
S120447,S110840,0,W104846 W108376 W105204 W103336 W104416,C100339 C101436 C100368 C101585 C101200 C101541 C100800 C102221 C100379 C100463 C101350,W103163 W105604 W109413 W102193 W100816 W106055 W104416,C101867 C102153 C101802 C102058 C100800 C102221 C102226 C100589 C101693 C101701 C100425 C101350
S111289,S104067,1,W105950 W104925 W103558 W102538 W107791 W105754 W108904 W101984 W107170 W106503,C100170 C101327 C100599 C100475 C101685 C100586 C101438 C101396 C100525 C102296 C100693 C102153 C101324 C102153 C100291 C101643 C100114 C102239,W101396 W106902 W101741 W105754 W108233 W108279 W108280 W109388 W105604 W107170 W104416 W106503,C101705 C101396 C100099 C100993 C102296 C101643 C100752 C100295 C100586 C100769 C101675 C102153 C100291 C101643 C100114 C101350 C102239
S110025,S114737,1,W107170 W102600 W101263 W102272 W106754 W107734 W109194 W101146 W103092 W104200,C100291 C101643 C100114 C100376 C101061 C100012 C100993 C100743 C102058 C102125 C101039 C100417 C102281 C101880 C100156 C101527 C100766 C101399 C102223 C100541 C101020 C100832,W108594 W101146 W100806 W104200,C102125 C101985 C101061 C102223 C101164 C101318 C100832
S110739,S122699,0,W103163 W108222 W108280 W107170 W105754 W100914 W105754 W106294 W102036 W108484 W105373 W108280 W101447 W104416,C101867 C100271 C101863 C100586 C100291 C101643 C100114 C102296 C100376 C101061 C101618 C102296 C101867 C100934 C100900 C101399 C100527 C100678 C101833 C100586 C101466 C101234 C101350,W102184 W105754 W101478 W104401 W103765 W109493 W105754 W107660 W100914 W103165,C102125 C101061 C102305 C100825 C100849 C102296 C101613 C101196 C101399 C102180 C102085 C102296 C100114 C100637 C100376 C101061 C101618 C101387 C101970
S110739,S118045,1,W103163 W108222 W108280 W107170 W105754 W100914 W105754 W106294 W102036 W108484 W105373 W108280 W101447 W104416,C101867 C100271 C101863 C100586 C100291 C101643 C100114 C102296 C100376 C101061 C101618 C102296 C101867 C100934 C100900 C101399 C100527 C100678 C101833 C100586 C101466 C101234 C101350,W107154 W106824 W106754 W105754 W101181 W108280 W100914 W105754 W106441 W107671 W105373 W100782 W101447 W106503,C101615 C100020 C100271 C102153 C102281 C101880 C102296 C100472 C101369 C100586 C100376 C101061 C101618 C102296 C101324 C100585 C101220 C101833 C101324 C101833 C101466 C101234 C102239
S114388,S106679,0,W107170 W103275 W101818 W100806 W104806,C100291 C101643 C100114 C101011 C101340 C100919 C101164 C101318 C100882 C100915,W107170 W108376 W101396 W100022 W108632,C100291 C101643 C100114 C101585 C101200 C101705 C100541 C101661 C102220 C102034 C100087
S118267,S106679,1,W107170 W108376 W101396 W108632 W104416,C100291 C101643 C100114 C101585 C101200 C101705 C102220 C102034 C100087 C101350,W107170 W108376 W101396 W100022 W108632,C100291 C101643 C100114 C101585 C101200 C101705 C100541 C101661 C102220 C102034 C100087
S105368,S117185,1,W106264 W107254 W105604 W105513 W105604 W100806 W107835 W106433,C100800 C102221 C101445 C100895 C100889 C100778 C102153 C100771 C101153 C102153 C101164 C101318 C102210 C101353 C100586 C100114,W104984 W106264 W107254 W102398 W106795 W108643 W106425 W105604 W100806 W107835,C100962 C100874 C101452 C101323 C100282 C100800 C102221 C101445 C100895 C100889 C100778 C101606 C100962 C100874 C101452 C100646 C102058 C101834 C102058 C102153 C101164 C101318 C102210 C101353
S111233,S118247,0,W106264 W104753 W102764 W107712 W104740,C100800 C102221 C102216 C101202 C100026 C100969 C101467 C100376 C101642 C101318 C100887,W107696 W109413 W104740,C101953 C102106 C101802 C102058 C100800 C102221 C101642 C101318 C100887
S131978,S105449,1,W106184 W104806 W102167 W100323 W106479,C102125 C101039 C100036 C100882 C100915 C101615 C100233 C101263 C102139 C102002,W105057 W104806 W106841 W100323 W102167 W100323 W106479 W105604 W103062,C101018 C102028 C100882 C100915 C100473 C102052 C101263 C101615 C100233 C101263 C102139 C102002 C102153 C100541
S100840,S103682,1,W107170 W102193 W101396 W101935 W104416 W101818 W106405 W109120,C100291 C101643 C100114 C102226 C101705 C101034 C102142 C101350 C100919 C101837 C102210 C100541 C100096,W109461 W108553 W108376 W101396 W104343 W103054 W104121 W104156,C100291 C101643 C100114 C100290 C100114 C100480 C101629 C101585 C101200 C101705 C100506 C100830 C101109 C101966 C100012 C101318 C101424
S104789,S103682,0,W105043 W105658 W105604 W107170 W104416,C101061 C100291 C102207 C101043 C102207 C100845 C102153 C100291 C101643 C100114 C101350,W109461 W108553 W108376 W101396 W104343 W103054 W104121 W104156,C100291 C101643 C100114 C100290 C100114 C100480 C101629 C101585 C101200 C101705 C100506 C100830 C101109 C101966 C100012 C101318 C101424
S100840,S102348,0,W107170 W102193 W101396 W101935 W104416 W101818 W106405 W109120,C100291 C101643 C100114 C102226 C101705 C101034 C102142 C101350 C100919 C101837 C102210 C100541 C100096,W108720 W101818 W106405 W109120,C100952 C100337 C100291 C101643 C100114 C100919 C101837 C102210 C100541 C100096
S126193,S102348,1,W102817 W100721 W107170 W108581 W106405 W100806,C102244 C100269 C100952 C100250 C100291 C101643 C100114 C100919 C101981 C101837 C102210 C101164 C101318,W108720 W101818 W106405 W109120,C100952 C100337 C100291 C101643 C100114 C100919 C101837 C102210 C100541 C100096
S101812,S104229,0,W107154 W104903 W107655 W102139 W108280 W104207 W109089 W100968 W101396 W100806 W109407,C101615 C100020 C102102 C101174 C100680 C100393 C101780 C100262 C100586 C102102 C100567 C100266 C100963 C101635 C101705 C101164 C101318 C100087 C100233,W106264 W101591 W108483 W104081 W105430 W104740,C100800 C102221 C101110 C100890 C102102 C101780 C100262 C101324 C100900 C101705 C101302 C101642 C101318 C100887
S105881,S112165,0,W106264 W107660 W102193 W102220 W101137 W107170 W109128 W104416,C100800 C102221 C100114 C100637 C102226 C101029 C100599 C101628 C101613 C100291 C101643 C100114 C100087 C100223 C101350,W107170 W109036 W109384 W104740,C100291 C101643 C100114 C101901 C100855 C101207 C101405 C101642 C101318 C100887
S117793,S112165,1,W107170 W102103 W109384 W103546 W107395,C100291 C101643 C100114 C101100 C101207 C101405 C101642 C101318 C100882,W107170 W109036 W109384 W104740,C100291 C101643 C100114 C101901 C100855 C101207 C101405 C101642 C101318 C100887
S104464,S106304,0,W106673 W100885,C100291 C101643 C100114 C102063 C102147 C101470 C100473 C100590 C100114 C100577,W103526 W103240 W106615 W104550 W105604 W106143 W108212 W106245 W100323 W103734 W105604 W103546 W102720 W106503,C101643 C100291 C101231 C101020 C100707 C100719 C102153 C101613 C100502 C101807 C100477 C100439 C101263 C100148 C102153 C101642 C101318 C101833 C100712 C102239
S111037,S106304,1,W101396 W100323 W109297 W104231 W100361 W103526 W105373 W100782 W109189,C101705 C101263 C100383 C101480 C101023 C101306 C101643 C100291 C101833 C101324 C101833 C100376,W103526 W103240 W106615 W104550 W105604 W106143 W108212 W106245 W100323 W103734 W105604 W103546 W102720 W106503,C101643 C100291 C101231 C101020 C100707 C100719 C102153 C101613 C100502 C101807 C100477 C100439 C101263 C100148 C102153 C101642 C101318 C101833 C100712 C102239
S114338,S127734,0,W104291 W100092 W106264 W104416,C100928 C100678 C102226 C100882 C100800 C102221 C101350,W102193 W105637 W106264 W104416,C102226 C100882 C100083 C100800 C102221 C101350
S121989,S134447,0,W102575 W108594 W108212 W102627 W101160 W100521 W106441 W105864 W104740 W107948 W105754 W105496 W100091 W105754 W107253 W106092 W101351 W104121,C100138 C102191 C102125 C101985 C101061 C101807 C101061 C101618 C102174 C101558 C101865 C101324 C100890 C100310 C101642 C101318 C100887 C102163 C102296 C101330 C101330 C101786 C100934 C100332 C102296 C100732 C101693 C100468 C101192 C100233 C101318,W100914 W100323 W108297 W108212 W105754 W102627 W106422 W106422 W101160 W100521 W106441 W105864 W105754 W108581 W104740,C100376 C101061 C101618 C101263 C102125 C101985 C101061 C100591 C101477 C101807 C102296 C101061 C101618 C101468 C101164 C101318 C101468 C101164 C101318 C102174 C101558 C101865 C101324 C100890 C100310 C102296 C100919 C101981 C101642 C101318 C100887
S132170,S103139,1,W109413 W102193 W105102 W103546 W104806,C101802 C102058 C100800 C102221 C102226 C101324 C102226 C100882 C100083 C101642 C101318 C100882 C100915,W109413 W108682 W103546 W104806,C101802 C102058 C100800 C102221 C100993 C101816 C101642 C101318 C100882 C100915
S110591,S103237,0,W101301 W105604 W100806,C100339 C101021 C100964 C102153 C101164 C101318,W101301 W105604 W100806 W102841,C100339 C101021 C100964 C102153 C101164 C101318 C102147 C101609
S125510,S126492,1,W108280 W107170 W102415 W108125 W104740 W106503 W101410 W102415 W108125,C100586 C100291 C101643 C100114 C100506 C100988 C100843 C100790 C101057 C101642 C101318 C100887 C102239 C101300 C102153 C100506 C100988 C100843 C100790 C101057,W108463 W109376 W108125 W103948 W104806 W106503,C100291 C101643 C100114 C100637 C101085 C101174 C100790 C101057 C101176 C101357 C100882 C100915 C102239
S112139,S107540,1,W102089 W108463 W101984 W108280 W105468,C100526 C102058 C100291 C101643 C100114 C100637 C102153 C101324 C102153 C100586 C102058 C100029 C102226 C100174 C100414,W107170 W101947 W105468 W109079 W101396 W100806 W102493,C100291 C101643 C100114 C101975 C102058 C100029 C102226 C100174 C100414 C101981 C101705 C101164 C101318 C100087
S112139,S108749,0,W102089 W108463 W101984 W108280 W105468,C100526 C102058 C100291 C101643 C100114 C100637 C102153 C101324 C102153 C100586 C102058 C100029 C102226 C100174 C100414,W104153 W103537 W108280 W100447 W108853 W106089 W101835,C100175 C100557 C100541 C101654 C100586 C100107 C100696 C100252 C101817 C100652 C100845 C100404 C102194 C101380 C100856 C101992
S129085,S128921,1,W106528 W105953 W107170 W100971 W108720 W109633 W107849 W100323 W106245,C101458 C101418 C102174 C100337 C100291 C101643 C100114 C100252 C100952 C100337 C100291 C101643 C100114 C101615 C100586 C102210 C100456 C101263 C100477 C100439,W105043 W105130 W105604 W107359 W104416,C101061 C100291 C101859 C101043 C101231 C102153 C101231 C100337 C100291 C101643 C100114 C101350
S118755,S111840,1,W107170 W109079 W103948 W103004,C100291 C101643 C100114 C101981 C101176 C101357 C101379 C101351,W107170 W103765 W103546 W103004,C100291 C101643 C100114 C101399 C101642 C101318 C101379 C101351
S118755,S126707,0,W107170 W109079 W103948 W103004,C100291 C101643 C100114 C101981 C101176 C101357 C101379 C101351,W101851 W103948 W103004,C101303 C101505 C100291 C101643 C100114 C101176 C101357 C101379 C101351
S129873,S108253,0,W108280 W106264 W100069 W108376 W106149 W105864 W104416 W108280 W100806,C100586 C100800 C102221 C100041 C100609 C101889 C101585 C101200 C100887 C100890 C100310 C101350 C100586 C101164 C101318,W108280 W106264 W100323 W102433 W108376 W103706 W104416,C100586 C100800 C102221 C101263 C100637 C101585 C101200 C101439 C101061 C101350
S102071,S133822,0,W109386 W103336 W108212 W108859 W101225 W101351,C102242 C101843 C100800 C102221 C100379 C100463 C101807 C101357 C100599 C102031 C101023 C100233,W104291 W107351 W105637 W106264,C100928 C100678 C102080 C102226 C100882 C100083 C100800 C102221
S124111,S127245,1,W100053 W105373 W106315 W101634 W104416,C101295 C100322 C100438 C101061 C101833 C101975 C100777 C100895 C101174 C101826 C100964 C101350,W100053 W105373 W106315 W102029 W103875 W104416,C101295 C100322 C100438 C101061 C101833 C101975 C100777 C100025 C101174 C102208 C100964 C101350
S131769,S104164,1,W102078 W102375 W105604 W103202,C100271 C101816 C100637 C100291 C101643 C100114 C101526 C101187 C102153 C101642 C101318 C100468 C100712,W107170 W108553 W102375 W103202,C100291 C101643 C100114 C100480 C101629 C101526 C101187 C101642 C101318 C100468 C100712
S131769,S130450,0,W102078 W102375 W105604 W103202,C100271 C101816 C100637 C100291 C101643 C100114 C101526 C101187 C102153 C101642 C101318 C100468 C100712,W102078 W105661 W105604 W103202,C100271 C101816 C100637 C100291 C101643 C100114 C100743 C101255 C102153 C101642 C101318 C100468 C100712
S108649,S128206,0,W104382 W101420 W101387 W101396 W100806 W102493,C101295 C100322 C101039 C100036 C102272 C100064 C101807 C100393 C101705 C101164 C101318 C100087,W103113 W102698 W104975,C101295 C100797 C100262 C101579 C100133 C101917 C101496
S114037,S110378,1,W108280 W107170 W106427 W104416,C100586 C100291 C101643 C100114 C101553 C100682 C101350,W103163 W105456 W100323 W107170 W102559 W104416,C101867 C101272 C101369 C101263 C100291 C101643 C100114 C101446 C101953 C101350
S114037,S123321,0,W108280 W107170 W106427 W104416,C100586 C100291 C101643 C100114 C101553 C100682 C101350,W108463 W108376 W101396 W102751 W104416 W104156,C100291 C101643 C100114 C100637 C101585 C101200 C101705 C101744 C100329 C101350 C101424
S130564,S121194,1,W104806 W100914 W108280 W100806 W101351 W100750,C100882 C100915 C100376 C101061 C101618 C100586 C101164 C101318 C100233 C100887 C101496,W103163 W101069 W106141 W100914 W105604 W103546 W106315 W100323 W106503,C101867 C100900 C100269 C100269 C100376 C101061 C101618 C102153 C101642 C101318 C101975 C100777 C101263 C102239
S109542,S110811,1,W100806 W107192 W105347,C101164 C101318 C100712 C100494 C100743 C102058 C100376 C101061 C101618,W105347 W100323 W107503 W108280 W109120,C100494 C100743 C102058 C100376 C101061 C101618 C101263 C100147 C101759 C100586 C100541 C100096
S109311,S125466,1,W104382 W103953 W106015 W108143 W108145 W104416,C101295 C100322 C101039 C100036 C101656 C100056 C100313 C100591 C101477 C102119 C102226 C102018 C100083 C101350,W105739 W102591 W105782 W103953 W103404 W104416 W104156,C101608 C101295 C100114 C101870 C100626 C101061 C102305 C100666 C102066 C101656 C100056 C101397 C101108 C101350 C101424
S121098,S118902,0,W101206 W108524 W103163 W101069 W106141 W105754 W107170 W105604 W101174 W100806 W106315 W100323 W105533,C101786 C100233 C102139 C101317 C101867 C100900 C100269 C100269 C102296 C100291 C101643 C100114 C102153 C100577 C101164 C101318 C101975 C100777 C101263 C101432,W105863 W105604 W100806 W106315 W100323,C100291 C101643 C100114 C101085 C102153 C101164 C101318 C101975 C100777 C101263
S103328,S109538,0,W107170 W102193 W107498 W100455 W104416,C100291 C101643 C100114 C102226 C100313 C101736 C102028 C100174 C100591 C101477 C101350,W107170 W107660 W108376 W104056 W104416,C100291 C101643 C100114 C100114 C100637 C101585 C101200 C100589 C100425 C101350
S121432,S109538,0,W102817 W108463 W108376 W106320 W101208 W104416,C102244 C100269 C100291 C101643 C100114 C100637 C101585 C101200 C100589 C100382 C101041 C101350,W107170 W107660 W108376 W104056 W104416,C100291 C101643 C100114 C100114 C100637 C101585 C101200 C100589 C100425 C101350
S123155,S109843,0,W104704 W100091 W100124 W102193 W105691 W107705,C101126 C100332 C101556 C101154 C102226 C101324 C102226 C101422 C100090 C101312,W100053 W102193 W105691 W107705,C101295 C100322 C100438 C101061 C102226 C101324 C102226 C101422 C100090 C101312
S131958,S114290,0,W106245 W106264 W105754 W106011 W106245 W103062 W107619 W105156 W105754 W101842 W106245,C100477 C100439 C100800 C102221 C102296 C102039 C101372 C100477 C100439 C100541 C102174 C101699 C101839 C101263 C102296 C101147 C101174 C100477 C100439,W105204 W103336 W106895 W104515 W104099 W100091 W105866 W105754 W104740,C101541 C100800 C102221 C100379 C100463 C100263 C102242 C101843 C101929 C101670 C100332 C102174 C101020 C100006 C102296 C101642 C101318 C100887
S105953,S102707,1,W102432 W103830 W104319 W100323 W103803,C100800 C102221 C100114 C100590 C100368 C101470 C100962 C100874 C100013 C100058 C102294 C101323 C101263 C101436 C101173,W102432 W103830 W105667 W105604 W100773 W104416,C100800 C102221 C100114 C100590 C100368 C101470 C101543 C100564 C101905 C101469 C101815 C100951 C101231 C101574 C101387 C101071 C102153 C101529 C100393 C101350
S115761,S118118,0,W107170 W108553 W108376 W101396 W107938 W104416,C100291 C101643 C100114 C100480 C101629 C101585 C101200 C101705 C100192 C100916 C101350,W107170 W108553 W108376 W104588 W104416,C100291 C101643 C100114 C100480 C101629 C101585 C101200 C101705 C100830 C101726 C101350
S115761,S103306,1,W107170 W108553 W108376 W101396 W107938 W104416,C100291 C101643 C100114 C100480 C101629 C101585 C101200 C101705 C100192 C100916 C101350,W105501 W102193 W104806 W107170,C100367 C100921 C102226 C100882 C100915 C100291 C101643 C100114
S114243,S116262,1,W100914 W107660 W107913 W102193 W101396 W108632,C100376 C101061 C101618 C100114 C100637 C102153 C100381 C102226 C101705 C102220 C102034 C100087,W103163 W105604 W100914 W107660 W105754 W102817 W108376 W101396 W108632 W104416,C101867 C102153 C100376 C101061 C101618 C100114 C100637 C102296 C102244 C100269 C101585 C101200 C101705 C102220 C102034 C100087 C101350
S114243,S110420,0,W100914 W107660 W107913 W102193 W101396 W108632,C100376 C101061 C101618 C100114 C100637 C102153 C100381 C102226 C101705 C102220 C102034 C100087,W100914 W107660 W100714 W101180,C100376 C101061 C101618 C100114 C100637 C101642 C100710 C102220 C102034
S128873,S105116,0,W106264 W104629 W106401 W108643 W106264 W104096 W108598 W108643 W100714 W104806,C100800 C102221 C101445 C100895 C100889 C100646 C102058 C100800 C102221 C100368 C101295 C100889 C100394 C100646 C102058 C101642 C100710 C100882 C100915,W106264 W107254 W108643 W100968 W108646 W100773 W100968 W103546 W104806,C100800 C102221 C101445 C100895 C100889 C100778 C100646 C102058 C101635 C102221 C100029 C102226 C101529 C100393 C101635 C101642 C101318 C100882 C100915
S129279,S122554,1,W106124 W109181 W101580 W103948 W107498 W101696,C101802 C101265 C100339 C101241 C101944 C101649 C101321 C101176 C101357 C100313 C101653 C101782,W109034 W106978 W106978 W103686 W106978 W106978 W109181 W106978 W106978 W101580 W106978 W106978 W103948 W106978 W106978 W107498 W106978 W106978 W101696,C101802 C101265 C101459 C101459 C100339 C101459 C101459 C101241 C101944 C101459 C101459 C101649 C101321 C101459 C101459 C101176 C101357 C101459 C101459 C100313 C101459 C101459 C101653 C101782
S101249,S114242,0,W108594 W100323 W103322 W100323 W104166 W108280 W107281,C102125 C101985 C101061 C101263 C102253 C101192 C101529 C100393 C101263 C100747 C101945 C100586 C100993 C101719,W107878 W108376 W107498 W103404 W100404 W104416,C102125 C101061 C100064 C101585 C101200 C100313 C101397 C101108 C100591 C101477 C101350
S108448,S114242,0,W107878 W108376 W101478 W106828 W100124 W103661 W104416,C102125 C101061 C100064 C101585 C101200 C101613 C101061 C102305 C101556 C101154 C101477 C101350,W107878 W108376 W107498 W103404 W100404 W104416,C102125 C101061 C100064 C101585 C101200 C100313 C101397 C101108 C100591 C101477 C101350
S101249,S123834,0,W108594 W100323 W103322 W100323 W104166 W108280 W107281,C102125 C101985 C101061 C101263 C102253 C101192 C101529 C100393 C101263 C100747 C101945 C100586 C100993 C101719,W108594 W100323 W104523 W104166 W108280 W101741 W109189,C102125 C101985 C101061 C101263 C101192 C100743 C100747 C101945 C100586 C100993 C100376
S101249,S116323,1,W108594 W100323 W103322 W100323 W104166 W108280 W107281,C102125 C101985 C101061 C101263 C102253 C101192 C101529 C100393 C101263 C100747 C101945 C100586 C100993 C101719,W101857 W106092 W104166,C102125 C101985 C101061 C101807 C101466 C102147 C100468 C101192 C100747 C101945
S116923,S128552,1,W103403 W109189 W104481 W105754 W102817 W107170 W106315 W100323 W104416 W107332 W101824,C101643 C101470 C100376 C101970 C101574 C100845 C102296 C102244 C100269 C100291 C101643 C100114 C101975 C100777 C101263 C101350 C101330 C101330 C101450,W107170 W100971 W103403 W109189 W104481 W108280 W106221 W104416,C100291 C101643 C100114 C100252 C101643 C101470 C100376 C101970 C101574 C100845 C100586 C100305 C102030 C101350
S120005,S103888,1,W108871 W105373 W106315 W100914 W104416,C100057 C101894 C101833 C101975 C100777 C100376 C101061 C101618 C101350,W103337 W101549 W105373 W100782 W104770 W100914 W104456 W106503,C102110 C102274 C100383 C100057 C101894 C101833 C101324 C101833 C100518 C100467 C100376 C101061 C101618 C100479 C102239
S119870,S126911,0,W106264 W102392 W102800 W103187 W103062,C100800 C102221 C101300 C100179 C100832 C100040 C101649 C100541,W109413 W102392 W102800 W103187 W103062,C101802 C102058 C100800 C102221 C101300 C100179 C100832 C100040 C101649 C100541
S119870,S111943,1,W106264 W102392 W102800 W103187 W103062,C100800 C102221 C101300 C100179 C100832 C100040 C101649 C100541,W109077 W106264 W107047 W103537 W104806,C101806 C100800 C102221 C100276 C100541 C101654 C100882 C100915
S128372,S117092,1,W106264 W107254 W103825 W105942 W109536 W106161 W105754 W105604 W100806 W107835,C100800 C102221 C101445 C100895 C100889 C100778 C101794 C100731 C100612 C101144 C101648 C101574 C101071 C101970 C102296 C102153 C101164 C101318 C102210 C101353,W102251 W101699 W101146 W107314 W106264 W107254 W106910 W105604 W100806 W107835,C100141 C100954 C101786 C102223 C102174 C100890 C100800 C102221 C101445 C100895 C100889 C100778 C101387 C102207 C100454 C100845 C102153 C101164 C101318 C102210 C101353
S135057,S104812,1,W105739 W101396 W100806 W102493 W106313 W100497,C101608 C101295 C100114 C101705 C101164 C101318 C100087 C100398 C102044 C101613 C100170,W105739 W101396 W100806 W102493 W106313 W108940 W102569,C101608 C101295 C100114 C101705 C101164 C101318 C100087 C100398 C102044 C101613 C100060 C101925 C101719
S119493,S116174,1,W102432 W102468 W101781 W100829 W104416,C100800 C102221 C100114 C100590 C101016 C101198 C101061 C100752 C101234 C100296 C101350,W101956 W105430 W106264 W105373 W104768 W104416 W106591 W100829 W109640 W105604 W100806,C102174 C100777 C101705 C101302 C100800 C102221 C101833 C101234 C101861 C101350 C102174 C101225 C101234 C100296 C100413 C100245 C102153 C101164 C101318
S119493,S121138,0,W102432 W102468 W101781 W100829 W104416,C100800 C102221 C100114 C100590 C101016 C101198 C101061 C100752 C101234 C100296 C101350,W108280 W102432 W102193 W102468 W100083 W104416,C100586 C100800 C102221 C100114 C100590 C102226 C101016 C101198 C101453 C100477 C101350
S134645,S103922,0,W100914 W108280 W109120 W108497 W100323 W103786 W104975 W106503,C100376 C101061 C101618 C100586 C100541 C100096 C102085 C102180 C101263 C100099 C100915 C101917 C101496 C102239,W105451 W100914 W104740,C101023 C100955 C101340 C100376 C101061 C101618 C101642 C101318 C100887
S124790,S123144,0,W106264 W100055 W105373 W103096 W101183,C100800 C102221 C101468 C101196 C101833 C102216 C101468 C101802 C102058,W106264 W100055 W105373 W105140 W107059 W109446,C100800 C102221 C101468 C101196 C101833 C100104 C101782 C101468 C102221 C102170 C101782
S117346,S113304,1,W108594 W100323 W109046 W103487,C102125 C101985 C101061 C101263 C100234 C101399 C100778 C100577,W107739 W108356 W100179 W100492 W108540 W108594 W105604 W103202 W107948,C100170 C100527 C101985 C101317 C101231 C101859 C100898 C100446 C102022 C102125 C101985 C101061 C102153 C101642 C101318 C100468 C100712 C102163
S125175,S107900,1,W100914 W106320 W100806 W105343 W108940 W101351 W104456 W106503,C100376 C101061 C101618 C100589 C101164 C101318 C102027 C100060 C101925 C100233 C100479 C102239,W100914 W103659 W100806 W105343 W102167,C100376 C101061 C101618 C101602 C101164 C101318 C102027 C101615 C100233
S101553,S106450,0,W105265 W106422 W105098 W106841,C100271 C100637 C101468 C101164 C101318 C100343 C101766 C100473 C102052,W106422 W106300 W101094,C101468 C101164 C101318 C101833 C101806 C100170 C100473 C102052
