qid1,qid2,label,wid1,cid1,wid2,cid2
S113794,S105427,0,W107468 W105587 W104740,C100564 C101815 C100255 C101574 C100652 C100652 C100652 C101295 C101168 C101642 C101318 C100887,W107546 W102433 W105587 W105754 W108581 W103948 W101818,C102052 C100256 C102058 C101295 C100409 C100114 C100637 C101295 C101168 C102296 C100919 C101981 C101176 C101357 C100919
S125968,S105427,0,W105408 W101581 W101873 W105587 W103240 W103895 W108896 W108581 W103948 W109194 W107281 W106079,C102052 C101295 C100114 C100067 C102180 C101332 C102282 C100114 C101295 C101168 C101231 C102106 C101364 C101344 C100919 C101981 C101176 C101357 C100766 C101399 C100993 C101719 C100299 C101613,W107546 W102433 W105587 W105754 W108581 W103948 W101818,C102052 C100256 C102058 C101295 C100409 C100114 C100637 C101295 C101168 C102296 C100919 C101981 C101176 C101357 C100919
S127860,S131173,0,W109413 W101479 W106755 W104416,C101802 C102058 C100800 C102221 C102226 C100275 C100882 C100233 C101350,W106264 W106455 W106245 W108280 W105566 W106161 W107036 W105604 W108643 W105754 W105373 W105604 W100806 W107835,C100800 C102221 C101940 C101699 C100477 C100439 C100586 C101231 C101071 C101970 C102242 C101699 C102153 C100646 C102058 C102296 C101833 C102153 C101164 C101318 C102210 C101353
S134182,S131173,0,W101896 W105680 W100709 W103240 W103734 W109356 W103734 W106161 W109608 W108643 W105604 W100806 W103001 W106530,C100424 C101699 C100473 C100263 C101231 C100148 C101071 C100148 C101970 C101699 C100646 C102058 C102153 C101164 C101318 C102210 C102153 C101353,W106264 W106455 W106245 W108280 W105566 W106161 W107036 W105604 W108643 W105754 W105373 W105604 W100806 W107835,C100800 C102221 C101940 C101699 C100477 C100439 C100586 C101231 C101071 C101970 C102242 C101699 C102153 C100646 C102058 C102296 C101833 C102153 C101164 C101318 C102210 C101353
S120065,S132171,1,W107942 W108376 W109595 W109120 W105449,C101802 C102058 C101295 C101405 C101168 C101429 C101585 C101200 C100691 C100743 C100541 C100096 C101238 C100114,W107942 W109595 W109120 W105449,C101802 C102058 C101295 C101405 C101168 C101429 C100691 C100743 C100541 C100096 C101238 C100114
S132503,S113393,0,W106264 W100717 W108280 W109298 W101396 W100806 W106068,C100800 C102221 C100691 C100586 C100506 C102242 C100646 C101705 C101164 C101318 C101865 C100291 C100087,W100576 W108280 W100806 W107437,C100800 C102221 C100114 C100590 C100995 C102116 C101629 C100586 C101164 C101318 C101317 C100596 C101553 C100682
S120916,S113393,1,W106264 W109533 W102433 W108280 W107437 W104416,C100800 C102221 C100340 C100637 C100586 C101317 C100596 C101553 C100682 C101350,W100576 W108280 W100806 W107437,C100800 C102221 C100114 C100590 C100995 C102116 C101629 C100586 C101164 C101318 C101317 C100596 C101553 C100682
S107164,S101853,1,W107170 W107660 W106422 W105373 W109036,C100291 C101643 C100114 C100114 C100637 C101468 C101164 C101318 C101833 C101901 C100855,W107170 W100055 W100347 W105479,C100291 C101643 C100114 C101468 C101196 C100363 C100310 C100363 C100855
S107164,S111899,0,W107170 W107660 W106422 W105373 W109036,C100291 C101643 C100114 C100114 C100637 C101468 C101164 C101318 C101833 C101901 C100855,W108463 W106422 W105373 W101597,C100291 C101643 C100114 C100637 C101468 C101164 C101318 C101833 C101479 C101848
S110387,S111899,1,W107170 W103219 W105604 W103202,C100291 C101643 C100114 C101479 C101082 C102153 C101642 C101318 C100468 C100712,W108463 W106422 W105373 W101597,C100291 C101643 C100114 C100637 C101468 C101164 C101318 C101833 C101479 C101848
S130822,S132820,0,W107170 W105204 W108572 W100971 W105204 W103362 W103149 W106821 W104309,C100291 C101643 C100114 C101541 C100637 C100404 C102194 C101380 C100252 C101541 C101141 C100404 C102194 C101380 C102288 C100006 C101500 C100993 C101719 C101562,W106591 W108463 W106089 W105204 W107281 W101184,C102174 C101225 C100291 C101643 C100114 C100637 C100404 C102194 C101380 C101541 C100993 C101719 C100406 C100893
S116554,S100749,0,W108524 W105754 W102817 W109077 W100091 W101301 W109026 W100971 W108109 W108280 W106221 W104416,C102139 C101317 C102296 C102244 C100269 C101806 C100332 C100339 C101021 C100964 C100114 C100252 C101295 C100409 C100586 C100305 C102030 C101350,W102559 W107389 W108376 W105204 W107859 W104416,C101446 C101953 C101265 C100417 C102058 C100339 C101021 C100964 C101585 C101200 C101541 C101017 C100475 C100379 C100463 C101350
S125811,S116339,1,W107170 W107265 W102600 W100323 W106221,C100291 C101643 C100114 C101750 C100376 C101061 C100012 C101263 C100305 C102030,W107170 W100971 W108984 W104966 W104416,C100291 C101643 C100114 C100252 C101061 C100012 C100586 C100305 C101350
S115085,S131787,0,W108280 W107170 W102193 W101396 W107721 W104416,C100586 C100291 C101643 C100114 C102226 C101705 C101269 C100129 C101350,W103163 W107574 W103380 W105644 W105043 W102744 W102666 W107170 W104416 W106503,C101867 C101011 C100295 C101441 C102102 C100439 C101061 C100291 C101859 C101043 C100845 C100693 C102153 C100291 C101643 C100114 C101350 C102239
S122058,S131787,0,W103747 W107346 W104552 W103163 W108755 W107574 W103130 W106422 W104201 W109189 W100323 W106639,C102244 C102243 C101117 C101867 C101418 C101563 C101011 C100295 C101441 C102102 C101061 C100291 C101468 C101164 C101318 C100693 C100710 C100376 C101263 C100269 C101264,W103163 W107574 W103380 W105644 W105043 W102744 W102666 W107170 W104416 W106503,C101867 C101011 C100295 C101441 C102102 C100439 C101061 C100291 C101859 C101043 C100845 C100693 C102153 C100291 C101643 C100114 C101350 C102239
S115085,S132723,0,W108280 W107170 W102193 W101396 W107721 W104416,C100586 C100291 C101643 C100114 C102226 C101705 C101269 C100129 C101350,W108280 W108463 W102193 W101396 W106527 W104416,C100586 C100291 C101643 C100114 C100637 C102226 C101705 C101269 C100101 C101350
S114740,S123969,0,W101728 W107170 W103953 W105991 W104416,C101023 C101340 C100291 C101643 C100114 C101656 C100056 C100293 C100439 C101350,W107170 W108376 W101478 W103116 W104416,C100291 C101643 C100114 C101585 C101200 C101613 C100127 C100158 C100080 C101350
S108255,S123969,1,W104806 W107170 W108791 W100323 W104887,C100882 C100915 C100291 C101643 C100114 C100127 C100158 C101263 C101748 C100893,W107170 W108376 W101478 W103116 W104416,C100291 C101643 C100114 C101585 C101200 C101613 C100127 C100158 C100080 C101350
S101372,S135156,0,W107170 W108553 W109611 W104740,C100291 C101643 C100114 C100480 C101629 C101643 C101003 C101642 C101318 C100887,W107170 W108376 W101478 W103056 W104416,C100291 C101643 C100114 C101585 C101200 C101613 C102216 C101782 C100291 C101837 C100817 C100752 C101350
S134732,S134265,1,W106315 W109413 W100323 W100885 W105604 W100806,C101975 C100777 C101802 C102058 C100800 C102221 C101263 C100114 C100577 C102153 C101164 C101318,W106264 W101183 W100391 W100323 W103487 W105604 W100806,C100800 C102221 C101802 C102058 C101782 C101263 C100778 C100577 C102153 C101164 C101318
S103859,S134265,0,W106264 W101304 W108894 W100323 W103487 W105604 W100806,C100800 C102221 C101985 C100266 C100662 C101753 C102118 C101263 C100778 C100577 C102153 C101164 C101318,W106264 W101183 W100391 W100323 W103487 W105604 W100806,C100800 C102221 C101802 C102058 C101782 C101263 C100778 C100577 C102153 C101164 C101318
S111356,S116571,1,W100053 W108376 W103231 W108484 W104416,C101295 C100322 C100438 C101061 C101585 C101200 C101317 C100527 C100678 C101350,W101671 W100053 W102193 W109592 W104416,C101295 C101339 C101198 C100732 C101295 C100322 C100438 C101061 C102226 C100534 C101023 C101350
S119509,S100285,0,W107170 W108740 W108212 W105754 W101853 W102139 W103792 W105754 W102226,C100291 C101643 C100114 C100510 C102216 C101017 C100591 C101477 C101807 C102296 C100782 C100204 C101780 C100262 C101460 C101163 C102296 C101575 C100887,W107170 W101214 W104003 W102226 W107948,C100291 C101643 C100114 C100204 C100394 C100743 C101201 C101575 C100887 C102163
S131491,S130132,0,W105950 W106103 W101340 W101578 W107170 W104121,C100170 C101327 C100777 C101736 C101857 C101388 C100291 C101643 C100114 C101318,W105265 W108927 W105950 W101790 W107170 W100714 W104806,C100271 C100637 C100526 C100170 C101327 C100586 C101857 C100291 C101643 C100114 C101642 C100710 C100882 C100915
S119291,S104650,1,W100053 W108376 W103440 W104416,C101295 C100322 C100438 C101061 C101585 C101200 C100589 C102027 C101350,W105754 W108280 W100053 W100323 W102433 W108376 W106320 W106746 W101456 W100323 W105343 W104416,C102296 C100586 C101295 C100322 C100438 C101061 C101263 C100637 C101585 C101200 C100589 C101761 C100461 C101008 C101263 C102027 C101350
S118093,S104650,0,W105739 W108280 W101447 W108204,C101608 C101295 C100114 C100586 C101466 C101234 C101188,W105754 W108280 W100053 W100323 W102433 W108376 W106320 W106746 W101456 W100323 W105343 W104416,C102296 C100586 C101295 C100322 C100438 C101061 C101263 C100637 C101585 C101200 C100589 C101761 C100461 C101008 C101263 C102027 C101350
S119291,S108029,0,W100053 W108376 W103440 W104416,C101295 C100322 C100438 C101061 C101585 C101200 C100589 C102027 C101350,W100053 W108376 W105079 W104416,C101295 C100322 C100438 C101061 C101585 C101200 C102097 C101870 C101350
S106887,S131206,1,W107008 W104319 W105285 W108309 W108280 W106264 W104416,C100800 C100337 C102221 C102118 C100962 C100874 C100013 C100058 C102294 C101323 C100477 C100439 C101436 C101173 C100652 C101970 C100586 C100800 C102221 C101350,W106264 W106245 W105680 W104319 W100323 W101062 W107059 W104786 W104827 W100773 W104416,C100800 C102221 C100477 C100439 C100473 C100962 C100874 C100013 C100058 C102294 C101323 C101263 C101648 C101468 C101071 C102207 C101387 C102207 C101574 C100845 C101231 C101529 C100393 C101350
S106887,S110191,1,W107008 W104319 W105285 W108309 W108280 W106264 W104416,C100800 C100337 C102221 C102118 C100962 C100874 C100013 C100058 C102294 C101323 C100477 C100439 C101436 C101173 C100652 C101970 C100586 C100800 C102221 C101350,W103546 W107049 W106264 W107019 W104319 W103803,C101642 C101318 C100439 C102223 C100800 C102221 C100394 C101703 C100962 C100874 C100013 C100058 C102294 C101323 C101436 C101173
S132460,S110191,0,W109453 W101341 W105754 W102193 W105691 W102484 W104456,C100480 C100586 C100800 C102221 C100170 C102242 C100646 C102296 C102226 C101324 C102226 C100589 C101701 C100425 C100479,W103546 W107049 W106264 W107019 W104319 W103803,C101642 C101318 C100439 C102223 C100800 C102221 C100394 C101703 C100962 C100874 C100013 C100058 C102294 C101323 C101436 C101173
S132195,S132617,0,W108280 W107170 W100971 W106264 W100323 W108553 W101396 W100806 W107070 W108940 W101351,C100586 C100291 C101643 C100114 C100252 C100800 C102221 C101263 C100480 C101629 C101705 C101164 C101318 C100087 C101596 C100060 C101925 C100233,W109413 W101396 W100806 W102493 W108940 W101351,C101802 C102058 C100800 C102221 C101705 C101164 C101318 C100087 C100060 C101925 C100233
S119177,S132617,0,W109012 W102193 W105401 W104416 W103546 W104726 W108543,C100800 C102221 C100480 C101629 C102226 C100779 C101567 C101350 C101642 C101318 C102261 C102221 C100221 C102221,W109413 W101396 W100806 W102493 W108940 W101351,C101802 C102058 C100800 C102221 C101705 C101164 C101318 C100087 C100060 C101925 C100233
S111583,S132617,1,W102387 W100323 W106177 W104806,C101802 C102058 C100800 C100337 C102221 C102118 C101263 C100473 C102139 C100882 C100915,W109413 W101396 W100806 W102493 W108940 W101351,C101802 C102058 C100800 C102221 C101705 C101164 C101318 C100087 C100060 C101925 C100233
S132195,S112557,0,W108280 W107170 W100971 W106264 W100323 W108553 W101396 W100806 W107070 W108940 W101351,C100586 C100291 C101643 C100114 C100252 C100800 C102221 C101263 C100480 C101629 C101705 C101164 C101318 C100087 C101596 C100060 C101925 C100233,W107170 W101396 W100806 W106239 W108940 W101351,C100291 C101643 C100114 C101705 C101164 C101318 C100475 C101868 C100087 C100060 C101925 C100233
S125418,S112557,0,W107170 W108553 W102001 W102927 W104416 W106503,C100291 C101643 C100114 C100480 C101629 C101999 C101986 C101888 C101471 C101350 C102239,W107170 W101396 W100806 W106239 W108940 W101351,C100291 C101643 C100114 C101705 C101164 C101318 C100475 C101868 C100087 C100060 C101925 C100233
S132195,S124684,1,W108280 W107170 W100971 W106264 W100323 W108553 W101396 W100806 W107070 W108940 W101351,C100586 C100291 C101643 C100114 C100252 C100800 C102221 C101263 C100480 C101629 C101705 C101164 C101318 C100087 C101596 C100060 C101925 C100233,W107170 W106264 W104753 W107712 W103765 W101478 W100806 W104248 W104456,C100291 C101643 C100114 C100800 C102221 C102216 C101202 C100026 C101467 C100376 C101399 C101613 C101164 C101318 C100087 C100223 C100882 C100915 C100479
S132195,S122027,0,W108280 W107170 W100971 W106264 W100323 W108553 W101396 W100806 W107070 W108940 W101351,C100586 C100291 C101643 C100114 C100252 C100800 C102221 C101263 C100480 C101629 C101705 C101164 C101318 C100087 C101596 C100060 C101925 C100233,W107170 W100323 W108233 W105604 W100806 W107561,C100291 C101643 C100114 C101263 C101643 C100752 C102153 C101164 C101318 C101248 C100078
S108993,S101937,1,W105953 W107170 W108553 W108376 W101396 W100712 W104416,C102174 C100337 C100291 C101643 C100114 C100480 C101629 C101585 C101200 C101705 C100380 C101139 C101350,W104894 W100323 W103461,C101574 C100337 C100291 C101643 C100114 C101263 C100099 C100615
S107975,S131148,1,W105763 W108949 W103336 W109533 W103937 W108280 W100806 W100587,C101837 C100817 C101198 C101340 C100800 C102221 C100379 C100463 C100340 C100848 C100865 C100586 C101164 C101318 C101343 C101549,W103336 W109533 W104995 W108280 W100587 W104416,C100800 C102221 C100379 C100463 C100340 C100903 C100903 C100586 C101343 C101549 C101350
S113453,S131148,0,W106264 W109533 W107170 W108280 W100587 W104416,C100800 C102221 C100340 C100291 C101643 C100114 C100586 C101343 C101549 C101350,W103336 W109533 W104995 W108280 W100587 W104416,C100800 C102221 C100379 C100463 C100340 C100903 C100903 C100586 C101343 C101549 C101350
S110086,S107456,0,W108463 W106320 W100806 W105343 W108940 W101351,C100291 C101643 C100114 C100637 C100589 C101164 C101318 C102027 C100060 C101925 C100233,W108463 W106320 W100806 W105343 W107699,C100291 C101643 C100114 C100637 C100589 C101164 C101318 C102027 C101865 C101061 C100291
S131037,S107456,1,W107170 W107660 W105754 W103164 W101396 W100806 W106503 W102193 W108168,C100291 C101643 C100114 C100114 C100637 C102296 C102242 C100502 C101705 C101164 C101318 C102239 C102226 C101865 C100291,W108463 W106320 W100806 W105343 W107699,C100291 C101643 C100114 C100637 C100589 C101164 C101318 C102027 C101865 C101061 C100291
S101930,S110692,1,W102817 W107170 W103765 W107498 W100806 W106245,C102244 C100269 C100291 C101643 C100114 C101399 C100313 C101164 C101318 C100477 C100439,W105278 W106245 W107913 W105268 W107170 W105840 W109120 W106245 W106503,C101394 C102174 C100659 C100477 C100439 C102153 C100381 C100480 C100291 C101643 C100114 C100766 C100313 C100541 C100096 C100477 C100439 C102239
S130368,S100080,0,W109012 W105754 W109298 W105754 W101495 W107038 W108026 W103765 W104806 W104416,C100800 C102221 C100480 C101629 C102296 C100506 C102242 C100646 C102296 C100058 C102294 C101323 C102137 C100003 C101399 C100882 C100915 C101350,W103163 W105604 W108719 W105754 W109194 W106238 W104416,C101867 C102153 C100800 C102221 C100506 C102242 C100646 C102296 C100766 C101399 C100889 C100114 C100590 C100882 C100915 C101350
S127408,S108471,0,W102868 W106479 W107170 W105266 W108008 W104806,C101935 C101006 C102139 C102002 C100291 C101643 C100114 C102139 C101347 C100909 C100344 C100882 C100915,W106479 W109461 W104806 W104035,C102139 C102002 C100291 C101643 C100114 C100290 C100114 C100882 C100915 C101642 C101318 C100710
S127408,S101681,1,W102868 W106479 W107170 W105266 W108008 W104806,C101935 C101006 C102139 C102002 C100291 C101643 C100114 C102139 C101347 C100909 C100344 C100882 C100915,W107170 W107660 W103461,C100291 C101643 C100114 C100114 C100637 C100099 C100615
S106750,S101681,0,W108463 W104015 W103461,C100291 C101643 C100114 C100637 C102174 C101791 C102242 C100502 C100099 C100615,W107170 W107660 W103461,C100291 C101643 C100114 C100114 C100637 C100099 C100615
S118962,S128829,1,W100806 W105604 W106264 W100323 W103624 W104636,C101164 C101318 C102153 C100800 C102221 C101263 C100952 C101125 C100516 C101739 C101782,W100806 W105604 W106264 W106629,C101164 C101318 C102153 C100800 C102221 C102221 C100516 C101739 C101782
S118962,S102798,0,W100806 W105604 W106264 W100323 W103624 W104636,C101164 C101318 C102153 C100800 C102221 C101263 C100952 C101125 C100516 C101739 C101782,W106264 W103624 W104636 W100323 W104806,C100800 C102221 C100952 C101125 C100516 C101739 C101782 C101263 C100882 C100915
S110635,S102798,1,W106264 W106629 W100323 W103487 W105604 W100806,C100800 C102221 C102221 C100516 C101739 C101782 C101263 C100778 C100577 C102153 C101164 C101318,W106264 W103624 W104636 W100323 W104806,C100800 C102221 C100952 C101125 C100516 C101739 C101782 C101263 C100882 C100915
S125601,S129114,1,W100806 W101273 W104806 W107170 W101964 W109391,C101164 C101318 C100473 C100087 C100882 C100915 C100291 C101643 C100114 C101615 C100586 C101033,W106177 W103948 W104806 W107170 W106503,C100473 C102139 C101176 C101357 C100882 C100915 C100291 C101643 C100114 C102239
S117818,S129114,0,W102908 W107170 W101633 W101351 W106503,C101176 C101357 C100882 C100291 C101643 C100114 C101925 C100233 C102239,W106177 W103948 W104806 W107170 W106503,C100473 C102139 C101176 C101357 C100882 C100915 C100291 C101643 C100114 C102239
S101098,S109142,0,W103756 W103948 W101581 W101101 W100914 W101108 W105111,C100778 C100743 C102058 C100376 C101061 C101618 C101176 C101357 C100067 C102180 C101613 C100087 C100376 C101061 C101618 C101859 C101020 C100006 C100266,W103756 W102015 W103948 W101101 W106503,C100778 C100743 C102058 C100376 C101061 C101618 C100783 C101049 C101306 C101086 C101176 C101357 C101613 C100087 C102239
S108482,S109142,0,W100914 W108414 W107428 W100971 W101461 W109140 W102193 W101396 W107938 W104416 W106503,C100376 C101061 C101618 C101036 C101736 C100973 C100304 C100252 C101061 C100170 C100469 C100890 C101865 C102226 C101705 C100192 C100916 C101350 C102239,W103756 W102015 W103948 W101101 W106503,C100778 C100743 C102058 C100376 C101061 C101618 C100783 C101049 C101306 C101086 C101176 C101357 C101613 C100087 C102239
S101098,S111482,1,W103756 W103948 W101581 W101101 W100914 W101108 W105111,C100778 C100743 C102058 C100376 C101061 C101618 C101176 C101357 C100067 C102180 C101613 C100087 C100376 C101061 C101618 C101859 C101020 C100006 C100266,W100914 W107660 W101581 W101101 W100806 W102493 W102022 W101351,C100376 C101061 C101618 C100114 C100637 C100067 C102180 C101613 C100087 C101164 C101318 C100087 C101033 C101173 C100233
S130921,S105821,0,W100457 W100323 W100576 W108376 W105204 W103336 W104416,C100406 C102076 C101263 C100800 C102221 C100114 C100590 C100995 C102116 C101629 C101585 C101200 C101541 C100800 C102221 C100379 C100463 C101350,W100576 W108376 W109498 W103336 W104416 W109498 W100091 W108280 W102022 W104416,C100800 C102221 C100114 C100590 C100995 C102116 C101629 C101585 C101200 C101101 C101661 C100800 C102221 C100379 C100463 C101350 C101101 C101661 C100332 C100586 C101033 C101173 C101350
S125234,S105821,1,W105204 W103336 W104925 W102812 W101810 W102830 W105373 W102377 W103078 W104416,C101541 C100800 C102221 C100379 C100463 C100599 C101800 C100586 C101901 C100590 C102080 C100906 C101833 C100475 C101861 C100962 C101030 C100013 C101350,W100576 W108376 W109498 W103336 W104416 W109498 W100091 W108280 W102022 W104416,C100800 C102221 C100114 C100590 C100995 C102116 C101629 C101585 C101200 C101101 C101661 C100800 C102221 C100379 C100463 C101350 C101101 C101661 C100332 C100586 C101033 C101173 C101350
S130921,S131678,1,W100457 W100323 W100576 W108376 W105204 W103336 W104416,C100406 C102076 C101263 C100800 C102221 C100114 C100590 C100995 C102116 C101629 C101585 C101200 C101541 C100800 C102221 C100379 C100463 C101350,W109592 W105591 W108376 W105204 W103336 W104416,C100534 C101023 C101902 C101585 C101200 C101541 C100800 C102221 C100379 C100463 C101350
S127797,S132206,1,W108719 W105754 W104409 W102901 W101160 W100773 W105754 W108376 W107498 W108175 W104416,C100800 C102221 C100506 C102242 C100646 C102296 C100981 C102221 C100029 C102174 C101558 C101529 C100393 C102296 C101585 C101200 C100313 C101169 C102305 C101645 C100865 C101350,W108719 W108646 W100773 W100962 W107498 W103620,C100800 C102221 C100506 C102242 C100646 C102221 C100029 C102226 C101529 C100393 C102226 C100381 C100313 C101169 C102305
S108958,S132206,0,W101341 W108646 W100773 W105754 W107103 W102305 W106177 W103734 W103674 W104806,C100800 C102221 C100170 C102242 C100646 C102221 C100029 C102226 C101529 C100393 C102296 C101101 C102031 C101198 C100473 C102139 C100148 C101006 C102139 C100882 C100915,W108719 W108646 W100773 W100962 W107498 W103620,C100800 C102221 C100506 C102242 C100646 C102221 C100029 C102226 C101529 C100393 C102226 C100381 C100313 C101169 C102305
S116146,S127432,1,W106124 W105754 W103074 W105754 W102823 W103546 W107395,C101802 C101265 C100339 C102296 C101556 C101021 C102305 C101666 C101894 C102296 C100339 C100516 C101739 C101782 C101642 C101318 C100882,W103774 W101301 W102823 W103948 W104806,C101802 C101556 C100339 C101021 C100964 C100339 C100516 C101739 C101782 C101176 C101357 C100882 C100915
S130389,S111722,0,W106841 W101478 W106177 W101351 W104364 W103674 W101351,C100473 C102052 C101613 C100473 C102139 C100233 C101277 C102153 C101006 C102139 C100233,W104269 W106177 W104806 W101351 W104364 W103674 W104806 W101351,C101577 C101538 C102058 C102125 C100438 C101061 C100743 C102044 C100473 C102139 C100882 C100915 C100233 C101277 C102153 C101006 C102139 C100882 C100915 C100233
S130389,S104708,1,W106841 W101478 W106177 W101351 W104364 W103674 W101351,C100473 C102052 C101613 C100473 C102139 C100233 C101277 C102153 C101006 C102139 C100233,W106841 W106177 W104806,C100473 C102052 C100473 C102139 C100882 C100915
S126266,S100611,1,W102806 W108279 W100806 W102193 W101396 W100806 W105691 W101396,C100291 C101643 C100114 C101602 C100099 C100295 C101164 C101318 C102226 C101705 C101164 C101318 C101324 C102226 C101705,W100746 W107170 W102193 W101396 W100806 W105754 W105691 W101396 W100806,C101626 C102213 C100291 C101643 C100114 C102226 C101705 C101164 C101318 C102296 C101324 C102226 C101705 C101164 C101318
S110259,S119563,0,W107312 W105077 W105204 W102260 W103948 W106109,C101841 C101317 C100865 C100103 C101541 C100379 C100463 C101176 C101357 C100050 C100133,W107312 W100806 W107363 W105204 W103336 W102167,C101841 C101317 C100865 C101164 C101318 C100599 C101440 C101541 C100800 C102221 C100379 C100463 C101615 C100233
S115963,S126476,0,W108967 W106673 W100323 W105061 W105604,C101324 C102153 C100291 C101643 C100114 C102063 C102147 C101470 C100473 C100590 C101263 C100031 C100577 C102153,W102970 W106300 W107170 W104416,C102151 C101816 C101340 C101833 C101806 C100291 C101643 C100114 C101350
S115963,S106441,0,W108967 W106673 W100323 W105061 W105604,C101324 C102153 C100291 C101643 C100114 C102063 C102147 C101470 C100473 C100590 C101263 C100031 C100577 C102153,W106673 W100806 W105604,C100291 C101643 C100114 C102063 C102147 C101470 C100473 C100590 C101164 C101318 C102153
S118102,S106441,1,W106673 W107436,C100291 C101643 C100114 C102063 C102147 C101470 C100473 C100590 C101129 C101399,W106673 W100806 W105604,C100291 C101643 C100114 C102063 C102147 C101470 C100473 C100590 C101164 C101318 C102153
S133532,S107454,0,W107170 W108410 W101351 W105043 W105754 W105373 W100587 W105837 W104416 W105754 W102219,C100291 C101643 C100114 C100583 C100774 C100233 C101061 C100291 C102296 C101833 C101343 C101549 C102195 C100596 C101350 C102296 C100691 C100743 C102147,W102036 W101741 W105079 W105754 W109120 W105079 W108940 W108497 W108463 W104456,C100900 C101399 C100993 C102097 C101870 C102296 C100541 C100096 C102097 C101870 C100060 C101925 C102085 C102180 C100291 C101643 C100114 C100637 C100479
S133532,S106054,1,W107170 W108410 W101351 W105043 W105754 W105373 W100587 W105837 W104416 W105754 W102219,C100291 C101643 C100114 C100583 C100774 C100233 C101061 C100291 C102296 C101833 C101343 C101549 C102195 C100596 C101350 C102296 C100691 C100743 C102147,W107170 W105373 W100587 W105837 W104416 W106503,C100291 C101643 C100114 C101833 C101343 C101549 C102195 C100596 C101350 C102239
S120912,S106054,0,W106422 W107170 W105373 W100587 W101707 W105258 W106503,C101468 C101164 C101318 C100291 C101643 C100114 C101833 C101343 C101549 C100165 C101091 C101969 C102239,W107170 W105373 W100587 W105837 W104416 W106503,C100291 C101643 C100114 C101833 C101343 C101549 C102195 C100596 C101350 C102239
S133532,S109808,0,W107170 W108410 W101351 W105043 W105754 W105373 W100587 W105837 W104416 W105754 W102219,C100291 C101643 C100114 C100583 C100774 C100233 C101061 C100291 C102296 C101833 C101343 C101549 C102195 C100596 C101350 C102296 C100691 C100743 C102147,W107170 W103948 W108410 W101351 W105043,C100291 C101643 C100114 C101176 C101357 C100583 C100774 C100233 C101061 C100291
S126238,S128878,1,W103059 W105373 W104545 W104416 W106503 W106441 W100878 W100968,C100339 C101295 C100114 C101833 C102019 C101643 C101663 C101460 C101350 C102239 C101324 C101826 C100964 C101635,W103059 W107660 W106441 W100643 W105604 W100806 W103487,C100339 C101295 C100114 C100114 C100637 C101324 C102019 C101643 C102153 C101164 C101318 C100778 C100577
S126238,S125251,0,W103059 W105373 W104545 W104416 W106503 W106441 W100878 W100968,C100339 C101295 C100114 C101833 C102019 C101643 C101663 C101460 C101350 C102239 C101324 C101826 C100964 C101635,W102817 W105754 W103059 W105373 W104768 W104416 W106503,C102244 C100269 C102296 C100339 C101295 C100114 C101833 C101234 C101861 C101350 C102239
S100839,S125858,0,W103809 W109533 W106264 W108280 W109131 W104416,C100124 C100662 C100340 C100800 C102221 C100586 C102044 C101613 C101350,W109413 W101818 W100714 W101101,C101802 C102058 C100800 C102221 C100919 C101642 C100710 C101613 C100087
S127169,S125858,1,W109413 W101818 W101396 W100806 W102493,C101802 C102058 C100800 C102221 C100919 C101705 C101164 C101318 C100087,W109413 W101818 W100714 W101101,C101802 C102058 C100800 C102221 C100919 C101642 C100710 C101613 C100087
S100839,S107111,1,W103809 W109533 W106264 W108280 W109131 W104416,C100124 C100662 C100340 C100800 C102221 C100586 C102044 C101613 C101350,W103809 W109533 W106264 W109052,C100124 C100662 C100340 C100800 C102221 C100586 C101613 C101350
S130665,S107111,0,W101396 W104080 W104140 W106264 W108280 W101846 W104416,C101705 C102261 C100041 C100099 C101596 C100340 C100882 C100800 C102221 C100586 C101117 C100749 C101350,W103809 W109533 W106264 W109052,C100124 C100662 C100340 C100800 C102221 C100586 C101613 C101350
S114751,S107111,0,W106264 W107808 W103187 W103062,C100800 C102221 C100114 C100386 C101649 C100541,W103809 W109533 W106264 W109052,C100124 C100662 C100340 C100800 C102221 C100586 C101613 C101350
S116240,S112666,0,W101069 W107671 W101984 W108280 W100806 W100587 W108280 W100294 W107047 W106479 W104416,C100900 C100585 C101220 C102153 C101324 C102153 C100586 C101164 C101318 C101343 C101549 C100586 C101656 C101399 C100276 C102139 C102002 C101350,W103163 W101984 W100914 W104416,C101867 C102153 C101324 C102153 C100376 C101061 C101618 C101350
S116240,S122372,1,W101069 W107671 W101984 W108280 W100806 W100587 W108280 W100294 W107047 W106479 W104416,C100900 C100585 C101220 C102153 C101324 C102153 C100586 C101164 C101318 C101343 C101549 C100586 C101656 C101399 C100276 C102139 C102002 C101350,W100914 W107660 W101304 W109120 W106639 W109194 W107047 W106479 W104456 W106503,C100376 C101061 C101618 C100114 C100637 C101985 C100266 C100541 C100096 C100269 C101264 C100766 C101399 C100276 C102139 C102002 C100479 C102239
